time,tradeDate,nominal,dv01,recTrader,recEndState,security,platform,buySell,cName,isVoice,won,tradedAway,tiedAway,rejected,sign,countryCode,bondType,currency,securityClass,desk,sector,maturityDate,classification,Salesperson,RMHF
24:35.5,03/03/2019,2124066.192,442.595606,trader15,DealerRejected,security77,VOICE,Buy,client54,1,0,0,0,1,1,JP,JPNCorp,JPY,BOND,[NULL],5.5-10,01/09/2033,InfLinked,salesperson6,RealMoney
31:17.7,03/03/2019,3643981.143,861.1460343,trader7,Covered,security78,VOICE,Buy,client55,1,0,0,0,0,1,US,[NULL],USD,IrsOis,USD SWAPS,0-2,07/05/2019,InfLinked,salesperson1,HedgeFund
34:03.3,03/03/2019,2939208.272,144.165147,trader22,Done,security72,Bloomberg,Buy,client56,0,1,0,0,0,1,NL,NETHER,EUR,EGB,EGB,3.5-5.5,31/08/2022,InfLinked,salesperson1,RealMoney
24:52.8,03/03/2019,121362.5358,19.68315217,trader23,DoneTied,security79,Tradeweb,Sell,client57,0,1,0,0,0,-1,ID,INDON,IDO,BOND,[NULL],Oct-30,01/08/2019,InfLinked,salesperson2,RealMoney
17:09.2,03/03/2019,82554835.99,38112.81595,trader10,DealerRejected,security57,Bloomberg,Buy,client58,0,0,0,0,1,1,PT,PGB,EUR,EGB,EGB,5.5-10,15/11/2044,InfLinked,salesperson3,RealMoney
29:07.3,03/03/2019,52461.32699,8.508427048,trader23,DealerExpired,security79,Tradeweb,Sell,client57,0,0,0,0,0,-1,JP,JTDB,JPY,JGB_BILLS,[NULL],0-2,08/05/2019,InfLinked,salesperson7,HedgeFund
12:32.1,03/03/2019,119625.5543,19.40144027,trader21,CustomerRejected,security79,Tradeweb,Buy,client57,0,0,0,0,0,1,DE,[NULL],GBP,MEDIUM-TERM-NOTE,FBG,0-2,15/09/2020,InfLinked,salesperson5,HedgeFund
09:32.2,03/03/2019,7179683.783,6369.534089,trader10,CustomerRejected,security75,Bloomberg,Receive,client2,0,0,0,0,0,-1,JP,JGB,JPY,JGB,JGB,Oct-30,31/10/2028,InfLinked,salesperson0,RealMoney
00:42.8,03/03/2019,37655131.55,18915.01191,trader24,Done,security80,Tradeweb,Sell,client59,0,1,0,0,0,-1,DE,EuroGBP,GBP,MEDIUM-TERM-NOTE,FBG,5.5-10,14/02/2019,InfLinked,salesperson4,HedgeFund
14:46.7,03/03/2019,20689430.29,9558.516795,trader10,CustomerExpired,security57,Tradeweb,Receive,client11,0,0,0,0,0,-1,PT,PGB,EUR,EGB,EGB,Oct-30,05/02/2029,KOMMUN,salesperson0,HedgeFund
28:59.2,03/03/2019,775414.8179,77.54148179,trader10,DealerRejected,security81,Tradeweb,Buy,client57,0,0,0,0,1,1,JP,JGB (Reopen),JPY,JGB,[NULL],0-2,15/10/2021,NRW,salesperson6,HedgeFund
30:40.7,03/03/2019,46122892484,32533088.45,trader25,CoveredTied,security82,VOICE,Sell,client60,1,0,0,0,0,-1,DE,EuroEUR,EUR,BOND,FBG,3.5-5.5,25/02/2020,NEDWBK,salesperson9,RealMoney
14:26.5,03/03/2019,12894439557,11151105.99,trader25,TradedAway,security83,VOICE,Receive,client61,1,0,1,0,0,-1,DE,EuroEUR,EUR,MEDIUM-TERM-NOTE,FBG,3.5-5.5,22/03/2068,ESM,salesperson3,RealMoney
29:45.7,03/03/2019,57879559190,40813665.17,trader25,Covered,security82,VOICE,Buy,client61,1,0,0,0,0,1,AT,RAGB,EUR,EGB,EGB,5.5-10,30/06/2021,KFW,salesperson2,HedgeFund
23:43.9,21/11/2019,82474569321,61515764.89,trader25,CoveredTied,security84,VOICE,Pay,client61,1,0,0,0,0,1,IT,BTPS,EUR,EGB,EGB,3.5-5.5,15/11/2047,Bill,salesperson0,RealMoney
40:32.6,21/11/2019,22705047326,16015155.88,trader25,CustomerExpired,security82,VOICE,Pay,client60,1,0,0,0,0,1,BE,BGB,EUR,EGB,EGB,Oct-30,17/10/2028,InfLinked,salesperson7,HedgeFund
31:38.3,21/11/2019,42402209656,18235449.54,trader25,DealerExpired,security85,VOICE,Buy,client61,1,0,0,0,0,1,DE,EuroGBP,GBP,MEDIUM-TERM-NOTE,FBG,5.5-10,20/12/2020,[NULL],salesperson1,RealMoney
20:39.6,21/11/2019,25058377165,14938955.97,trader25,TradedAway,security86,VOICE,Receive,client61,1,0,1,0,0,-1,EU,[NULL],EUR,IRS_EUR,[NULL],3.5-5.5,17/12/2024,6m-EUR-EURIBOR-Reuters,salesperson3,HedgeFund
27:03.1,21/11/2019,5.84161E+11,411778365.7,trader25,DoneTied,security82,VOICE,Sell,client62,1,1,0,0,0,-1,AU,EuroAUD,AUD,MEDIUM-TERM-NOTE,CREDIT-AEJ,0-2,15/10/2025,KOMMUN,salesperson8,RealMoney
33:19.5,21/11/2019,1.36525E+11,96237452.67,trader25,CustomerExpired,security82,VOICE,Sell,client63,1,0,0,0,0,-1,FI,RFGB,EUR,EGB,EGB,5.5-10,24/01/2022,CADES,salesperson4,HedgeFund
41:53.4,21/11/2019,63444255.16,5573.216905,trader10,DealerExpired,security40,Bloomberg,Buy,client64,0,0,0,0,0,1,US,TBOND (IL),USD,TIPS-NOTE,INF-AMER,5.5-10,01/03/2023,KFW,salesperson9,HedgeFund
39:36.3,21/11/2019,256267.5737,0,trader10,CustomerRejected,security73,Bloomberg,Buy,client37,0,0,0,0,0,1,GB,UKT,GBP,GILTS,GILTS,2-3.5,01/09/2033,Nominal,salesperson0,HedgeFund
19:07.3,21/11/2019,6729814.037,2009.564679,trader10,CoveredTied,security87,Bloomberg,Receive,client64,0,0,0,0,0,-1,ID,INDON,IDO,BOND,[NULL],Oct-30,20/02/2028,Nominal,salesperson1,HedgeFund
24:59.3,21/11/2019,28524019.06,17489.00697,trader10,CoveredTied,security1,Bloomberg,Receive,client64,0,0,0,0,0,-1,DE,DBR,EUR,EGB,INF-EMEA,3.5-5.5,26/01/2035,Nominal,salesperson7,RealMoney
41:47.2,21/11/2019,2223160.629,448.2484318,trader7,Covered,security88,VOICE,Receive,client65,1,0,0,0,0,-1,JP,JGB (Reopen),JPY,JGB_INFLATION,JGB,5.5-10,01/09/2044,Nominal,salesperson1,RealMoney
42:14.7,21/11/2019,2406087.129,1065.98291,trader7,CustomerExpired,security11,VOICE,Buy,client66,1,0,0,0,0,1,FR,FRTR,EUR,EGB,EGB,Oct-30,01/09/2024,Nominal,salesperson8,RealMoney
37:00.0,21/11/2019,23505211.51,5098.914004,trader7,TradedAway,security89,VOICE,Buy,client65,1,0,1,0,0,1,DE,EuroEUR,EUR,EGB_INFLATION,INF-EMEA,Oct-30,25/11/2024,Nominal,salesperson6,RealMoney
21:49.9,21/11/2019,1912227.118,294.8946851,trader26,DealerRejected,security90,VOICE,Pay,client67,1,0,0,0,1,1,US,TBOND,USD,TBOND,UST,2-3.5,01/09/2022,Nominal,salesperson3,HedgeFund
25:23.0,21/11/2019,427947.2264,831.64411,trader10,DoneTied,security55,Tradeweb,Pay,client11,0,1,0,0,0,1,ID,EuroUSD,USD,BOND,CREDIT-AEJ,30+,22/10/2024,Nominal,salesperson3,HedgeFund
29:19.8,21/11/2019,1807714.267,88.66652817,trader27,Covered,security72,Bloomberg,Sell,client68,0,0,0,0,0,-1,ES,SPGB,EUR,EGB,EGB,2-3.5,15/11/2046,Nominal,salesperson7,HedgeFund
50:12.2,21/11/2019,40361948.3,11645.86293,trader14,TradedAway,security91,Bloomberg,Pay,client69,0,0,1,0,0,1,JP,JPNCorp,JPY,BOND,[NULL],2-3.5,07/08/2019,Nominal,salesperson7,HedgeFund
37:44.6,21/11/2019,4238594.85,3763.07929,trader14,DoneTied,security13,Bloomberg,Receive,client69,0,1,0,0,0,-1,FR,FRTR,EUR,EGB,[NULL],0-2,07/12/2028,Nominal,salesperson2,RealMoney
38:52.4,21/11/2019,1065371.845,284.7785689,trader28,TradedAway,security92,VOICE,Pay,client70,1,0,1,0,0,1,DE,EuroEUR,EUR,EGB_INFLATION,INF-EMEA,5.5-10,21/06/2021,Nominal,salesperson5,HedgeFund
53:21.2,21/11/2019,739938676.5,708787.4886,trader6,DealerExpired,security45,Yensai,Buy,client15,0,0,0,0,0,1,JP,JGB (Reopen),JPY,JGB,JGB,Oct-30,31/01/2022,Nominal,salesperson7,RealMoney
50:32.2,21/11/2019,358840429.6,65827.48261,trader6,CustomerRejected,security21,Yensai,Sell,client15,0,0,0,0,0,-1,JP,JTDB,JPY,JGB_BILLS,JGB,0-2,06/10/2023,Nominal,salesperson6,HedgeFund
40:14.1,21/11/2019,82435426.65,659.4834132,trader10,CustomerRejected,security73,Bloomberg,Pay,client71,0,0,0,0,0,1,AU,ACGB,AUD,ACGB,JGB,3.5-5.5,25/10/2025,Nominal,salesperson5,HedgeFund
54:39.8,21/11/2019,93215774.43,86951.67438,trader6,CoveredTied,security46,Yensai,Receive,client15,0,0,0,0,0,-1,FR,BTF,EUR,EGB_BILLS,[NULL],0-2,22/07/2068,Nominal,salesperson7,RealMoney
41:27.2,21/11/2019,2.14411E+12,2053843811,trader13,CustomerRejected,security45,VOICE,Receive,client72,1,0,0,0,0,-1,[NULL],[NULL],JPY,IRS_JPY,[NULL],Oct-30,28/03/2019,Nominal,salesperson8,RealMoney
53:42.2,21/11/2019,25067495.69,0,trader9,TradedAway,security32,Yensai,Sell,client15,0,0,1,0,0,-1,US,TBOND,USD,TBOND,UST,2-3.5,08/08/2019,Nominal,salesperson4,RealMoney
49:30.0,21/11/2019,1047458890,203341.5394,trader14,TradedAway,security41,Bloomberg,Buy,client40,0,0,1,0,0,1,NL,NETHER,EUR,EGB_BILLS,EUR BILLS,0-2,29/02/2020,Nominal,salesperson5,HedgeFund
56:50.4,21/11/2019,248954274.4,160162.2909,trader14,CustomerExpired,security93,Tradeweb,Receive,client73,0,0,0,0,0,-1,US,TBOND (IL),USD,TIPS-NOTE,INF-AMER,3.5-5.5,15/04/2023,Nominal,salesperson0,RealMoney
43:17.8,21/11/2019,538623277.2,478235.3833,trader14,CoveredTied,security94,Tradeweb,Pay,client73,0,0,0,0,0,1,IT,BTPS,EUR,EGB,EGB,Oct-30,05/02/2054,Nominal,salesperson6,HedgeFund
41:35.6,21/11/2019,3783680853,734523.7733,trader8,CustomerExpired,security48,Tradeweb,Pay,client36,0,0,0,0,0,1,AU,ACGB,AUD,ACGB,JGB,3.5-5.5,20/03/2024,Nominal,salesperson9,RealMoney
48:53.1,21/11/2019,1593462632,748606.5455,trader8,CustomerRejected,security49,Tradeweb,Receive,client36,0,0,0,0,0,-1,ES,SPGB,EUR,EGB,EGB,3.5-5.5,20/12/2033,Nominal,salesperson4,RealMoney
39:15.5,21/11/2019,2514518.771,123.3345632,trader27,DealerRejected,security72,Bloomberg,Sell,client74,0,0,0,0,1,-1,GB,UKT,GBP,GILTS,GILTS,Oct-30,21/04/2029,Nominal,salesperson2,RealMoney
43:31.4,21/11/2019,4630281.404,37.04225123,trader10,DoneTied,security73,Bloomberg,Buy,client71,0,1,0,0,0,1,SA,EuroUSD,USD,BOND,EM CREDIT-EMEA,30+,02/05/2019,Nominal,salesperson2,RealMoney
50:05.0,21/11/2019,33946761.81,9581.808115,trader29,TradedAway,security95,VOICE,Buy,client75,1,0,1,0,0,1,US,TBOND,USD,TBOND,UST,3.5-5.5,25/05/2026,Nominal,salesperson6,RealMoney
51:23.3,21/11/2019,2018070347,1882472.164,trader6,Covered,security46,Yensai,Receive,client76,0,0,0,0,0,-1,IE,IRISH,EUR,EGB,EGB,Oct-30,30/06/2021,Nominal,salesperson3,HedgeFund
55:34.2,21/11/2019,343552.6351,30.53801201,trader10,CustomerExpired,security40,Bloomberg,Pay,client31,0,0,0,0,0,1,AU,ACGB,AUD,ACGB,JGB,3.5-5.5,25/01/2020,Nominal,salesperson9,RealMoney
47:04.2,21/11/2019,117662898.7,[NULL],trader16,TradedAway,security96,VOICE,Receive,client77,1,0,1,0,0,-1,SG,[NULL],USD,MEDIUM-TERM-NOTE,CREDIT-AEJ,2-3.5,18/07/2019,Nominal,salesperson0,HedgeFund
51:40.7,21/11/2019,11578527769,21252654.63,trader6,CoveredTied,security97,VOICE,Pay,client78,1,0,0,0,0,1,HK,EuroUSD,USD,BOND,CREDIT-AEJ,3.5-5.5,22/10/2028,Nominal,salesperson9,RealMoney
06:33.2,21/11/2019,1331124.984,100.4143997,trader15,TradedAwayTied,security98,VOICE,Sell,client79,1,0,0,1,0,-1,PT,PGB,EUR,EGB,EGB,5.5-10,01/12/2026,Nominal,salesperson6,RealMoney
56:16.3,21/11/2019,743355.1848,123.7728307,trader30,TradedAway,security99,VOICE,Market,client80,1,0,1,0,0,[NULL],[NULL],[NULL],JPY,IRS_JPY,[NULL],2-3.5,12/04/2019,Nominal,salesperson8,RealMoney
48:02.0,21/11/2019,2175160.715,63.70057691,trader15,TradedAway,security100,VOICE,Sell,client81,1,0,1,0,0,-1,GB,UKT,GBP,GILTS,GILTS,0-2,20/12/2038,Nominal,salesperson7,HedgeFund
10:02.7,21/11/2019,7203772.035,10770.3361,trader31,CustomerRejected,security101,VOICE,Buy,client82,1,0,0,0,0,1,ES,SPGB,EUR,EGB,EGB,Oct-30,15/01/2021,Floating,salesperson6,RealMoney
06:08.5,21/11/2019,1843796165,1295458.181,trader5,Done,security102,Tradeweb,Buy,client83,0,1,0,0,0,1,DE,EuroEUR,EUR,EGB,INF-EMEA,0-2,20/06/2024,EFSF,salesperson4,RealMoney
53:20.8,21/11/2019,2115358.738,55.25190733,trader10,CustomerRejected,security50,Bloomberg,Receive,client37,0,0,0,0,0,-1,US,[NULL],USD,IrsVanilla,JGB,0-2,05/02/2031,KOMMUN,salesperson5,HedgeFund
16:09.8,21/11/2019,40029487.97,14608.94896,trader32,CoveredTied,security103,VOICE,Receive,client84,1,0,0,0,0,-1,DE,DBR,EUR,EGB,[NULL],5.5-10,15/08/2025,NEDWBK,salesperson7,HedgeFund
19:01.8,21/11/2019,4727275.977,2877.245937,trader33,TradedAway,security104,VOICE,Market,client85,1,0,1,0,0,[NULL],SG,EuroUSD,USD,MEDIUM-TERM-NOTE,CREDIT-AEJ,2-3.5,15/04/2026,Floating,salesperson6,RealMoney
12:48.8,21/11/2019,59186648.58,24850.84379,trader10,DealerExpired,security19,Bloomberg,Buy,client2,0,0,0,0,0,1,ID,INDON,IDO,BOND,[NULL],3.5-5.5,01/08/2021,Floating,salesperson8,RealMoney
54:23.7,21/11/2019,2053910.028,166.1799932,trader10,Covered,security105,Bloomberg,Buy,client86,0,0,0,0,0,1,DE,EuroGBP,GBP,MEDIUM-TERM-NOTE,FBG,5.5-10,25/10/2022,Floating,salesperson7,RealMoney
08:23.7,21/11/2019,26093327.6,2120.082868,trader10,DealerExpired,security105,Bloomberg,Sell,client86,0,0,0,0,0,-1,IT,BTPS,EUR,EGB,EGB,2-3.5,25/11/2025,Floating,salesperson1,RealMoney
05:37.2,21/11/2019,2061538031,400209.0469,trader8,TradedAway,security48,Tradeweb,Pay,client36,0,0,1,0,0,1,US,TSTRIP,USD,TSTRIP,UST,Oct-30,15/10/2025,Floating,salesperson4,RealMoney
11:45.5,21/11/2019,408973584.8,192147.0522,trader8,TradedAwayTied,security49,Tradeweb,Sell,client36,0,0,0,1,0,-1,PT,PGB,EUR,EGB,EGB,Oct-30,22/11/2022,Floating,salesperson9,HedgeFund
06:26.6,21/11/2019,10830659.17,4480.155093,trader15,DealerRejected,security106,VOICE,Sell,client87,1,0,0,0,1,-1,GB,[NULL],GBP,IRS_GBP,EUR SWAPS,5.5-10,25/11/2028,Floating,salesperson3,HedgeFund
19:48.8,21/11/2019,71583132.33,24072.53418,trader15,DealerRejected,security107,VOICE,Pay,client88,1,0,0,0,1,1,BE,BGB,EUR,EGB,EGB,Oct-30,15/08/2039,Floating,salesperson4,HedgeFund
16:53.5,21/11/2019,575081544.5,1054303.896,trader9,TradedAway,security16,Yensai,Buy,client13,0,0,1,0,0,1,GR,GGB,EUR,EGB,EGB,Oct-30,18/07/2029,Floating,salesperson4,HedgeFund
15:04.1,21/11/2019,30079961.2,632.1490596,trader15,CustomerRejected,security108,VOICE,Sell,client89,1,0,0,0,0,-1,DE,EuroEUR,EUR,MEDIUM-TERM-NOTE,FBG,3.5-5.5,31/01/2024,Floating,salesperson6,HedgeFund
01:14.1,21/11/2019,9461545.567,1826.876571,trader10,DealerRejected,security2,Bloomberg,Buy,client2,0,0,0,0,1,1,IE,IRISH,EUR,EGB,EGB,0-2,01/10/2031,Floating,salesperson2,RealMoney
05:29.5,21/11/2019,7997275.447,329.7845545,trader10,Done,security74,Bloomberg,Pay,client37,0,1,0,0,0,1,FR,BTF,EUR,EGB_BILLS,[NULL],0-2,20/12/2029,Floating,salesperson6,HedgeFund
03:05.7,21/11/2019,5486398759,1583153.926,trader8,DealerExpired,security91,Bloomberg,Sell,client30,0,0,0,0,0,-1,GB,[NULL],GBP,IRS_GBP,EUR SWAPS,5.5-10,15/10/2021,Floating,salesperson8,RealMoney
23:06.7,21/11/2019,2279322998,1070980.3,trader8,TradedAway,security51,Bloomberg,Pay,client30,0,0,1,0,0,1,ID,INDON,IDO,BOND,[NULL],5.5-10,31/12/2023,Floating,salesperson1,HedgeFund
22:06.0,21/11/2019,1.28657E+11,23601828.36,trader6,TradedAway,security21,Yensai,Pay,client15,0,0,1,0,0,1,DE,EuroEUR,EUR,MEDIUM-TERM-NOTE,FBG,3.5-5.5,22/06/2020,Floating,salesperson2,RealMoney
02:22.9,21/11/2019,270383995.7,281407.2607,trader8,CustomerExpired,security109,Bloomberg,Sell,client90,0,0,0,0,0,-1,LU,EuroGBP,GBP,MEDIUM-TERM-NOTE,FBG,2-3.5,01/06/2026,Floating,salesperson5,RealMoney
08:10.7,21/11/2019,229673411.2,483931.8386,trader8,DealerRejected,security14,Bloomberg,Sell,client90,0,0,0,0,1,-1,AU,ACGB,AUD,ACGB,$ BLOCK,0-2,10/01/2039,Floating,salesperson8,RealMoney
04:14.7,21/11/2019,62595120.55,5512.10763,trader10,CustomerRejected,security40,Bloomberg,Sell,client31,0,0,0,0,0,-1,US,TSTRIP,USD,TSTRIP,UST,Oct-30,01/06/2021,Floating,salesperson4,HedgeFund
13:00.1,21/11/2019,902808339.1,503536.1284,trader14,CustomerExpired,security53,Bloomberg,Receive,client90,0,0,0,0,0,-1,FI,RFGB,EUR,EGB,INF-EMEA,0-2,31/10/2046,Floating,salesperson5,HedgeFund
00:35.8,21/11/2019,2229902.372,4698.859853,trader14,CoveredTied,security14,Bloomberg,Buy,client90,0,0,0,0,0,1,[NULL],[NULL],JPY,IRS_JPY,[NULL],Oct-30,20/03/2058,Floating,salesperson3,RealMoney
22:56.8,21/11/2019,8366242.179,6084.191686,trader8,DealerRejected,security36,Bloomberg,Sell,client90,0,0,0,0,1,-1,FI,RFGB,EUR,EGB,EGB,5.5-10,23/01/2023,Floating,salesperson5,RealMoney
19:22.8,21/11/2019,13073031.31,27550.42836,trader8,TradedAwayTied,security14,Bloomberg,Sell,client90,0,0,0,1,0,-1,SG,EuroUSD,USD,BOND,CREDIT-AEJ,0-2,30/04/2028,Floating,salesperson2,RealMoney
14:23.9,21/11/2019,1.68399E+11,599840.0113,trader20,CustomerRejected,security110,VOICE,Pay,client91,1,0,0,0,0,1,IE,IRISH,EUR,EGB,EGB,Oct-30,01/03/2038,Floating,salesperson5,HedgeFund
18:51.6,21/11/2019,1.21326E+12,2326926.954,trader20,CustomerExpired,security111,VOICE,Buy,client91,1,0,0,0,0,1,EU,[NULL],EUR,IRS_EUR,[NULL],Oct-30,20/02/2029,Floating,salesperson7,RealMoney
04:10.6,21/11/2019,1490869.277,73.12560685,trader22,TradedAwayTied,security72,Bloomberg,Sell,client68,0,0,0,1,0,-1,IT,BTPS,EUR,EGB,EGB,2-3.5,01/08/2022,Floating,salesperson3,RealMoney
19:50.0,21/11/2019,202262294.2,103728.1366,trader34,Done,security112,VOICE,Sell,client92,1,1,0,0,0,-1,PT,PGB,EUR,EGB,EGB,3.5-5.5,25/10/2022,Floating,salesperson8,HedgeFund
26:53.9,21/11/2019,60983289466,[NULL],trader35,DoneTied,security113,VOICE,Buy,client93,1,1,0,0,0,1,IT,TBILL,EUR,EGB_BILLS,[NULL],0-2,07/12/2046,Floating,salesperson5,RealMoney
36:21.2,21/11/2019,5014706.018,10300.20616,trader10,Covered,security39,Bloomberg,Buy,client94,0,0,0,0,0,1,MX,Samurai,JPY,BOND,[NULL],5.5-10,17/10/2022,Floating,salesperson2,RealMoney
35:55.4,21/11/2019,3.59946E+11,361068578.2,trader5,Covered,security114,Bloomberg,Pay,client95,0,0,0,0,0,1,HK,EuroUSD,USD,MEDIUM-TERM-NOTE,CREDIT-AEJ,2-3.5,01/08/2022,Floating,salesperson0,HedgeFund
17:46.2,21/11/2019,7183747451,5054101.595,trader5,Covered,security115,Bloomberg,Sell,client95,0,0,0,0,0,-1,FR,FRTR,EUR,EGB,INF-EMEA,3.5-5.5,22/06/2020,Floating,salesperson4,HedgeFund
34:52.7,21/11/2019,10460003.67,3754.151741,trader19,CustomerExpired,security64,Bloomberg,Buy,client96,0,0,0,0,0,1,GB,UKT,GBP,GILTS,GILTS,0-2,15/11/2020,Floating,salesperson4,HedgeFund
44:26.8,21/11/2019,2508039607,723698.7791,trader8,TradedAwayTied,security91,Bloomberg,Buy,client30,0,0,0,1,0,1,DE,EuroEUR,EUR,EGB,[NULL],0-2,15/02/2021,Floating,salesperson0,HedgeFund
17:31.1,21/11/2019,1880034764,883325.0101,trader8,TradedAwayTied,security51,Bloomberg,Sell,client30,0,0,0,1,0,-1,HK,EuroUSD,USD,BOND,CREDIT-AEJ,2-3.5,19/12/2020,Floating,salesperson4,HedgeFund
35:35.1,21/11/2019,1995511.925,4098.781494,trader10,Done,security39,Bloomberg,Buy,client94,0,1,0,0,0,1,ES,SPGB,EUR,EGB,EGB,30+,20/02/2029,Floating,salesperson0,RealMoney
34:53.3,21/11/2019,61456.28303,98.45059748,trader19,Covered,security116,Tradeweb,Sell,client97,0,0,0,0,0,-1,JP,JGB,JPY,JGB,JGB,0-2,07/03/2025,Floating,salesperson8,HedgeFund
27:38.5,21/11/2019,275409.6798,32.99839885,trader12,CustomerExpired,security117,Tradeweb,Buy,client97,0,0,0,0,0,1,DK,EuroEUR,EUR,MEDIUM-TERM-NOTE,FBG,5.5-10,29/10/2021,Floating,salesperson3,RealMoney
27:20.0,21/11/2019,26557663484,21347262.35,trader34,DoneTied,security118,VOICE,Sell,client98,1,1,0,0,0,-1,NL,NETHER,EUR,EGB_BILLS,EUR BILLS,0-2,20/06/2038,Floating,salesperson2,RealMoney
45:57.6,21/11/2019,601832.2531,278.0465009,trader10,Covered,security57,Bloomberg,Sell,client94,0,0,0,0,0,-1,DK,EuroEUR,EUR,MEDIUM-TERM-NOTE,FBG,5.5-10,17/03/2021,Floating,salesperson7,HedgeFund
25:08.8,21/11/2019,169910.1033,55.97038697,trader10,Done,security119,Tradeweb,Sell,client11,0,1,0,0,0,-1,IT,BTPS,EUR,EGB,INF-EMEA,5.5-10,31/05/2020,Floating,salesperson1,RealMoney
43:26.6,21/11/2019,4575046.988,1925.332274,trader10,TradedAwayTied,security120,Tradeweb,Buy,client11,0,0,0,1,0,1,AT,RAGB,EUR,EGB,INF-EMEA,2-3.5,20/03/2029,Floating,salesperson5,HedgeFund
39:08.0,21/11/2019,16507.29393,9.904376361,trader10,CustomerExpired,security121,Bloomberg,Buy,client31,0,0,0,0,0,1,DE,EuroEUR,EUR,EGB,EGB,0-2,15/07/2027,Floating,salesperson3,HedgeFund
55:52.0,21/11/2019,329250.469,155.845222,trader10,TradedAwayTied,security122,Tradeweb,Sell,client11,0,0,0,1,0,-1,AT,RAGB,EUR,EGB,INF-EMEA,2-3.5,21/04/2025,Floating,salesperson1,RealMoney
34:15.1,21/11/2019,55562067719,1478662.931,trader20,Covered,security123,VOICE,Receive,client99,1,0,0,0,0,-1,FR,TBILL,EUR,EGB_BILLS,EUR BILLS,0-2,[NULL],Floating,salesperson8,HedgeFund
38:21.8,21/11/2019,31271012.38,16612.03956,trader10,Done,security124,Tradeweb,Buy,client11,0,1,0,0,0,1,FR,FRTR,EUR,EGB,[NULL],Oct-30,21/06/2021,Floating,salesperson2,RealMoney
53:52.6,21/11/2019,3383464.729,2160.583906,trader10,CoveredTied,security125,Tradeweb,Receive,client11,0,0,0,0,0,-1,DE,EuroGBP,GBP,MEDIUM-TERM-NOTE,FBG,0-2,28/02/2023,Floating,salesperson6,RealMoney
54:06.9,21/11/2019,19937.15009,37.88058518,trader10,Done,security55,Tradeweb,Receive,client100,0,1,0,0,0,-1,DE,DBR,EUR,EGB,INF-EMEA,0-2,20/03/2029,Floating,salesperson7,RealMoney
32:54.5,21/11/2019,11148457.4,7647.841774,trader10,TradedAwayTied,security126,Tradeweb,Sell,client11,0,0,0,1,0,-1,SE,EuroEUR,EUR,MEDIUM-TERM-NOTE,FBG,3.5-5.5,31/10/2025,Floating,salesperson3,RealMoney
32:05.4,21/11/2019,38354.67902,72.87389014,trader10,Done,security127,Tradeweb,Sell,client100,0,1,0,0,0,-1,DE,EuroAUD,AUD,MEDIUM-TERM-NOTE,JGB,5.5-10,04/07/2028,Floating,salesperson9,RealMoney
45:39.0,21/11/2019,5530954.564,3021.991255,trader26,DoneTied,security128,VOICE,Receive,client101,1,1,0,0,0,-1,PT,PGB,EUR,EGB,EGB,5.5-10,20/12/2029,Floating,salesperson7,RealMoney
30:16.3,21/11/2019,31908908.75,26850.75581,trader10,CustomerRejected,security129,Tradeweb,Pay,client11,0,0,0,0,0,1,FR,FRTR,EUR,EGB,INF-EMEA,0-2,15/07/2019,Floating,salesperson6,RealMoney
45:46.6,21/11/2019,37878024.09,7307.890035,trader10,TradedAway,security2,Bloomberg,Pay,client2,0,0,1,0,0,1,SG,EuroUSD,USD,BOND,CREDIT-AEJ,2-3.5,13/12/2019,Floating,salesperson4,RealMoney
51:45.2,21/11/2019,8330437.208,7367.808908,trader10,TradedAway,security130,Tradeweb,Sell,client11,0,0,1,0,0,-1,JP,JPNCorp,JPY,BOND,[NULL],5.5-10,31/07/2025,Floating,salesperson9,HedgeFund
00:20.5,21/11/2019,22487207.04,17270.17501,trader10,CustomerExpired,security131,Tradeweb,Pay,client11,0,0,0,0,0,1,US,TBOND,USD,TBOND,UST,3.5-5.5,07/12/2040,Floating,salesperson0,HedgeFund
42:19.2,21/11/2019,1071156.708,966.1833505,trader10,CoveredTied,security132,Tradeweb,Buy,client11,0,0,0,0,0,1,DE,EuroUSD,USD,BOND,FBG,2-3.5,15/08/2024,Floating,salesperson1,HedgeFund
00:06.5,21/11/2019,4433494.4,1902.781782,trader26,DealerExpired,security133,VOICE,Sell,client101,1,0,0,0,0,-1,JP,JGB,JPY,JGB,JGB,0-2,22/01/2060,Floating,salesperson0,HedgeFund
33:34.3,21/11/2019,2342028.781,2230.018709,trader10,Done,security134,Tradeweb,Sell,client11,0,1,0,0,0,-1,GB,UKT,GBP,GBP_INFLATION,INF-EMEA,Oct-30,15/03/2034,Floating,salesperson7,HedgeFund
52:26.5,21/11/2019,626978.636,122.9369875,trader10,DoneTied,security135,Bloomberg,Receive,client31,0,1,0,0,0,-1,SG,EuroUSD,USD,MEDIUM-TERM-NOTE,CREDIT-AEJ,3.5-5.5,10/08/2041,Floating,salesperson4,RealMoney
34:58.3,21/11/2019,310801081.7,224046.7718,trader10,TradedAway,security136,Tradeweb,Receive,client11,0,0,1,0,0,-1,[NULL],[NULL],[NULL],[NULL],UST,0-2,06/04/2020,Floating,salesperson3,RealMoney
